Residuos Urbanos de las e-DMAs E-PRTR 2008;;;;;;;;;;;
2008;A20012563;MUNKSJÖ PAPER;2000007374;MUNSKJÖ PAPER, S.A.;Berastegi;030308;Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;-//D1//-//-//-//-//-;Urbano;343340;KG
2008;A20012563;MUNKSJÖ PAPER;2000007374;MUNSKJÖ PAPER, S.A.;Berastegi;030104;Serrín, virutas, recortes, madera, tableros de partículas y chapas que contienen sustancias peligrosas;-//D1//-//-//-//-//-;Urbano;16700;KG
2008;B20032330;OBE HETTICH;2000004738;OBE Hettich, S.L. en Comandita;Aizarnazabal;200304;Lodos de fosas sépticas;R13;Urbano;0;KG
2008;B20032330;OBE HETTICH;2000004738;OBE Hettich, S.L. en Comandita;Aizarnazabal;200301;Mezclas de residuos municipales;R13;Urbano;5016;KG
2008;F20025318;ORONA;2000000539;ORONA S.COOP;Hernani;040299;Residuos no especificados en otra categoría;D15;Urbano;17306;KG
2008;A20613253;PAPEL ARALAR;2000007375;PAPEL ARALAR;Amezketa;200303;Residuos de limpieza viaria;D5;Urbano;136110;KG
2008;A20003216;PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A.;2000000174;PAPELERA GUIPUZCOANA DE ZICUÑAGA;Hernani;200301;Mezclas de residuos municipales;D12;Urbano;208800;KG
2008;A48565469;PAPRESA;2000000109;PAPRESA;Errenteria;200301;Mezclas de residuos municipales;R13;Urbano;41240;KG
2008;F20020517;FAGOR ELECTRODOMESTICOS;2000004895;PLANTA GARAGARTZA;Arrasate/Mondragón;200108;Residuos biodegradables de cocinas y restaurantes;D1;Urbano;16478;KG
2008;A58410176;SARRIOPAPEL Y CELULOSA;2000004709;SARRIO PAPEL -FACTORIA DE URANGA-;Berrobi;200199;Otras fracciones no especificadas en otra categoría;D1;Urbano;25359;KG
2008;B20771747;SERVICIOS ECOLOGICOS ACITAIN;2000011631;SERVICIOS ECOLOGICOS ACITAIN, S.L.;Eibar;200301;Mezclas de residuos municipales;R13;Urbano;250;KG
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;2000014673;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE IRUN);Irun;170201;Madera;R13;Urbano;7640;KG
2008;A20516233;SNA EUROPE INDUSTRIES IBERIA;2000014673;SNA EUROPE INDUSTRIES IBERIA, S.A. (PLANTA DE IRUN);Irun;191201;Papel y cartón;R13;Urbano;24280;KG
2008;A20664785;TALLERES DE ESCORIAZA;2000000649;TESA IRUN;Irun;150106;Envases mixtos;R13;Urbano;25000;KG
2008;A20664785;TALLERES DE ESCORIAZA;2000000649;TESA IRUN;Irun;200399;Residuos municipales no especificados en otra categoría;D12;Urbano;20220;KG
2008;A20022828;TS FUNDICIONES;2000017917;TS ARROA;Zestoa;200301;Mezclas de residuos municipales;R13;Urbano;4546,08;KG
2008;A20022828;TS FUNDICIONES;2000004432;TS ZESTOA;Zestoa;200301;Mezclas de residuos municipales;R13;Urbano;3742,2;KG
2008;F20025292;FAGOR EDERLAN;2000004902;URIBARRIKO BURDINA GALDATEGIA;Arrasate/Mondragón;200108;Residuos biodegradables de cocinas y restaurantes;D1;Urbano;8200;KG
2008;B20564894;USIMEK BERGARA, SL;2000016761;USIMEK BERGARA, SL;Bergara;200301;Mezclas de residuos municipales;R13;Urbano;10;KG
2008;B20564894;USIMEK BERGARA, SL;2000016761;USIMEK BERGARA, SL;Bergara;200101;Papel y cartón;R13;Urbano;50;KG
2008;P2000015D;MANCOMUNIDAD MUNICIPAL DE SAN MARCOS;2000004950;VERTEDERO DE SAN MARCOS;Errenteria;200301;Mezclas de residuos municipales;D5;Urbano;46326817;KG
2008;Q2000539C;MANCOMUNIDAD DE SASIETA;2000003860;Vertedero Sasieta;Beasain;200301;Mezclas de residuos municipales;R13;Urbano;83158360;KG
2008;G20392064;UROLA KOSTAKO UDAL ELKARTEA;2000004098;VERTEDERO URTETA;Zarautz;200301;Mezclas de residuos municipales;R13;Urbano;59153466;KG
2008;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;200101;Papel y cartón;R13;Urbano;1950;KG
2008;B83432930;WILLET CINCUENTA;2000019185;WILLET CINCUENTA, S.L.;Andoain;200399;Residuos municipales no especificados en otra categoría;D5;Urbano;1087;KG
2008;A20099321;ZUBIALDE,S.A.;2000004045;ZUBIALDE S.A.;Aizarnazabal;200399;Residuos municipales no especificados en otra categoría;R13;Urbano;500;KG
2008;A48663546;ACEROS INOXIDABLES OLARRA;4800001446;ACEROS INOXIDABLES OLARRA;Loiu;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;220087;KG
2008;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;200108;Residuos biodegradables de cocinas y restaurantes;R13;Urbano;15960;KG
2008;B83727255;ALCOA TRANSFORMACION DE PRODUCTOS;4800005747;alcoa transformacion de productos  ( Amorebieta );Amorebieta-Etxano;200102;Vidrio;R12;Urbano;5720;KG
2008;A48147144;ALDETU;4800000077;ALDETU S.A;Lemoa;191201;Papel y cartón;R13;Urbano;6160;KG
2008;A81046856;ARCELORMITTAL ESPAÑA;4800003347;ArcelorMittal España - Fca. de Etxebarri;Etxebarri, Ant S. Esteban-Etxebarri D. E.;200301;Mezclas de residuos municipales;D5;Urbano;43460;KG
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;150105;Envases compuestos;R13;Urbano;200;KG
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;150104;Envases metálicos;R13;Urbano;27750;KG
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;200138;Madera distinta de la especificada en el código 20 01 37;R13;Urbano;429200;KG
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;200101;Papel y cartón;R13;Urbano;74800;KG
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;200139;Plásticos;R13;Urbano;32250;KG
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;200108;Residuos biodegradables de cocinas y restaurantes;R13;Urbano;72000;KG
2008;B48677041;ARCELORMITTAL SESTAO;4800003081;ARCELORMITTAL SESTAO;Sestao;100299;Residuos no especificados en otra categoría;R13;Urbano;0;KG
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;191201;Papel y cartón;R13;Urbano;4160;KG
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;200139;Plásticos;D15;Urbano;1700;KG
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;200201;Residuos biodegradables;D15;Urbano;108;KG
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;200201;Residuos biodegradables;D12;Urbano;34700;KG
2008;A28381473;ARKEMA QUIMICA;4800001391;ARKEMA QUIMICA, S.A. - ALONSOTEGI;Alonsotegi;200201;Residuos biodegradables;R10;Urbano;5540;KG
2008;B95288841;AVICOLA BENIGNO ASPURU S.L.;4800025874;AVÍCOLA BENIGNO ASPURU S.L.;Larrabetzu;200301;Mezclas de residuos municipales;R13;Urbano;6700;KG
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;200138;Madera distinta de la especificada en el código 20 01 37;-//D1//-//-//-//-//-;Urbano;870;KG
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;200101;Papel y cartón;-//D1//-//-//-//-//-;Urbano;100;KG
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;080313;Residuos de tintas distintos de los especificados en el código 08 03 12;-//D1//-//-//-//-//-;Urbano;0,5;KG
2008;A48032072;BARNA;4800021585;BARNA;Mundaka;080313;Residuos de tintas distintos de los especificados en el código 08 03 12;-//D1//-//-//-//-//-;Urbano;2;KG
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;78;KG
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;200101;Papel y cartón;R9;Urbano;36;KG
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;200139;Plásticos;R13;Urbano;38;KG
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;080313;Residuos de tintas distintos de los especificados en el código 08 03 12;R13;Urbano;0;KG
2008;A48137657;BEFESA ZINC AMOREBIETA;4800002110;Befesa Zinc Amorebieta, S.A.U.;Amorebieta-Etxano;200102;Vidrio;D13;Urbano;19;KG
2008;A48171102;BEFESA ZINC ASER;4800002385;BEFESA ZINC ASER, S.A.;Erandio;200101;Papel y cartón;R5;Urbano;2660;KG
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;112;KG
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;200101;Papel y cartón;R13;Urbano;35;KG
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;160604;Pilas alcalinas (excepto 16 06 03);R13;Urbano;30;KG
2008;A48768121;BEFESA ZINC SONDIKA;4800001740;Befesa Zinc Sondika, S.A.U.;Sondika;200102;Vidrio;D15;Urbano;17;KG
2008;A48280192;BETSAIDE;4800001579;BETSAIDE;Elorrio;200399;Residuos municipales no especificados en otra categoría;R13;Urbano;8600;KG
2008;B48773485;BILBOZINC;4800003148;BILBOZINC, S.L;Bedia;200301;Mezclas de residuos municipales;R13;Urbano;542,5;KG
2008;B48948830;BIZKAIA ENERGIA;4800015498;Bizkaia Energia S.L.;Amorebieta-Etxano;191212;Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecánico de residuos, distintos de los especificados en el código 19 12 11;R13;Urbano;0;KG
2008;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;150103;Envases de madera;R3;Urbano;11160;KG
2008;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;200101;Papel y cartón;R13;Urbano;2590;KG
2008;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;200139;Plásticos;R13;Urbano;670;KG
2008;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;020399;Residuos no especificados en otra categoría;R1;Urbano;42460;KG
2008;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;020399;Residuos no especificados en otra categoría;R3;Urbano;100145;KG
2008;A81473852;BUNGE IBERICA;4800027730;BUNGE IBERICA;Zierbena;020399;Residuos no especificados en otra categoría;D1;Urbano;1544240;KG
2008;A48501191;CABARRI;4800001899;CABARRI, S.A.;Arrigorriaga;200301;Mezclas de residuos municipales;D12;Urbano;17500;KG
2008;B48906523;CAMELOT97;4800006652;CAMELOT97, S.L.;Amorebieta-Etxano;200301;Mezclas de residuos municipales;R13;Urbano;1545;KG
2008;A48034177;CELULOSAS MOLDEADAS;4800007321;CELULOSAS MOLDEADAS;Atxondo;200301;Mezclas de residuos municipales;D1;Urbano;20000;KG
2008;A28036408;SOCIEDAD FINANCIERA Y MINERA;4800007093;CEMENTOS REZOLA ARRIGORRIAGA;Arrigorriaga;200303;Residuos de limpieza viaria;R13;Urbano;14400;KG
2008;A48023030;COMPAÑIA NORTEÑA DE BEBIDAS GASEOSAS (NORBEGA);4800007298;COMPAÑÍA NORTEÑA DE BEBIDAS GASEOSAS NORBEGA;Galdakao;200301;Mezclas de residuos municipales;D15;Urbano;311840;KG
2008;B83333948;CROWN EMBALAJES ESPAÑA;4800005686;CROWN EMBALAJES ESPAÑA S.L.;Ugao-Miraballes;170201;Madera;R13;Urbano;80240;KG
2008;B83333948;CROWN EMBALAJES ESPAÑA;4800005686;CROWN EMBALAJES ESPAÑA S.L.;Ugao-Miraballes;191201;Papel y cartón;R13;Urbano;55300;KG
2008;A48716633;EUSKAL KATAFORESIS;4800003080;EKT;Iurreta;200301;Mezclas de residuos municipales;R13;Urbano;200;KG
2008;B48483465;ELMET;4800002865;ELMET;Berango;200399;Residuos municipales no especificados en otra categoría;R13;Urbano;350;KG
2008;A48255863;ESTAMPACIONES METALICAS BIZKAIA, S.A.;4800002609;Estampaciones  Metálicas Bizkaia, S.A.;Abadiño;200301;Mezclas de residuos municipales;D5;Urbano;41475;KG
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;170405;Hierro y acero;R13;Urbano;2560;KG
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;170405;Hierro y acero;R13;Urbano;9089;KG
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;200304;Lodos de fosas sépticas;R13;Urbano;0;KG
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;200301;Mezclas de residuos municipales;R13;Urbano;20740;KG
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;200101;Papel y cartón;R13;Urbano;1200;KG
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;200139;Plásticos;R13;Urbano;640;KG
2008;A08016263;FMC-FORET;4800001598;FMC-FORET, S.A.;Zamudio;080318;Residuos de tóner de impresión, distintos de los especificados en el código 08 03 17;R13;Urbano;0;KG
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;150103;Envases de madera;R5;Urbano;14520;KG
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;200301;Mezclas de residuos municipales;D5;Urbano;43910000;KG
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;070213;Residuos de plástico;R5;Urbano;1530;KG
2008;B95358081;FUCHOSA;4800002524;FUCHOSA,S.L.;Atxondo;030308;Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;R5;Urbano;9470;KG
2008;A48765937;FUNDICIONES FUMBARRI-DURANGO;4800001634;FUNDICIONES FUMBARRI;Durango;150101;Envases de papel y cartón;R13;Urbano;3500;KG
2008;A48765937;FUNDICIONES FUMBARRI-DURANGO;4800001634;FUNDICIONES FUMBARRI;Durango;150104;Envases metálicos;R13;Urbano;8759;KG
2008;A48765937;FUNDICIONES FUMBARRI-DURANGO;4800001634;FUNDICIONES FUMBARRI;Durango;150109;Envases textiles;D5;Urbano;343;KG
2008;B95047338;FUNDICIONES PALACIO;4800014880;FUNDICIONES PALACIO;Basauri;200301;Mezclas de residuos municipales;D5;Urbano;1000;KG
2008;B95047338;FUNDICIONES PALACIO;4800014880;FUNDICIONES PALACIO;Basauri;200101;Papel y cartón;R5;Urbano;1000;KG
2008;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;150101;Envases de papel y cartón;R13;Urbano;336;KG
2008;B48032049;FUNDICIONES SAN ANTONIO DE URKIOLA;4800014879;FUNDICIONES SAN ANTONIO DE URKIOLA;Durango;150102;Envases de plástico;R13;Urbano;2765;KG
2008;A48037550;GEA IBERICA;4800024666;GEA IBERICA, S.A. - VIZCAYA;Igorre;080199;Residuos no especificados en otra categoría;D1;Urbano;5875;KG
2008;A48159149;INDUMETAL RECYCLING, S.A.;4800002383;INDUMETAL RECYCLING, S.A;Erandio;200301;Mezclas de residuos municipales;R13;Urbano;8,8;KG
2008;A48179196;INDUSTRIA DE TURBO PROPULSORES;4800007478;INDUSTRIA DE TURBO PROPULSORES;Zamudio;200301;Mezclas de residuos municipales;R13;Urbano;39073;KG
2008;B48966154;J.L. FRENCH ANSOLA;4800001498;J.L. FRENCH ANSOLA;Etxebarria;010399;Residuos no especificados en otra categoría;R13;Urbano;20800;KG
2008;B20002671;KIMBERLY CLARK;4800007061;KIMBERLY-CLARK, S.L;Zalla;160306;Residuos orgánicos distintos de los especificados en el código 16 03 05;R13;Urbano;2000;KG
2008;A48688691;LAMINADOS LOSAL;4800025646;LAMINADOS LOSAL;Gernika-Lumo;200301;Mezclas de residuos municipales;R13;Urbano;30000;KG
2008;G48517262;LARRABE OILOTEGIA SAT Nº 130;4800003452;LARRABE OILOTEGIA;Gamiz-Fika;200301;Mezclas de residuos municipales;R13;Urbano;11640;KG
2008;F48067607;MAIER;4800003077;MAIER, S.COOP.;Ajangiz;200108;Residuos biodegradables de cocinas y restaurantes;R13;Urbano;0;KG
2008;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;200101;Papel y cartón;-//D1//-//-//-//-//-;Urbano;150;KG
2008;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;200139;Plásticos;-//D1//-//-//-//-//-;Urbano;0;KG
2008;A48070965;MANUEL GARCIA MENDOZA;4800001543;MANUEL GARCIA MENDOZA,S.A.;Ortuella;200399;Residuos municipales no especificados en otra categoría;D1;Urbano;60;KG
2008;B95348835;SOCIEDAD GANADERA GUROKELA 2004;4800027285;MATADERO DE BILBAO;Bilbao;150101;Envases de papel y cartón;R13;Urbano;2787;KG
2008;B95348835;SOCIEDAD GANADERA GUROKELA 2004;4800027285;MATADERO DE BILBAO;Bilbao;200139;Plásticos;R13;Urbano;87;KG
2008;A78876331;MAXAM EUROPE;4800007640;MAXAM EUROPE, S.A.;Galdakao;200301;Mezclas de residuos municipales;R13;Urbano;40000;KG
2008;B84486711;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;4800007642;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;Sondika;200101;Papel y cartón;R13;Urbano;3000;KG
2008;B84486711;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;4800007642;MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L.;Sondika;200201;Residuos biodegradables;R13;Urbano;16000;KG
2008;A58527060;NERVACERO;4800007628;NERVACERO;Valle de Trápaga-Trapagaran;150103;Envases de madera;R13;Urbano;111940;KG
2008;A58527060;NERVACERO;4800007628;NERVACERO;Valle de Trápaga-Trapagaran;150101;Envases de papel y cartón;R13;Urbano;15604;KG
2008;A28619955;ONDULINE MATERIALES DE CONSTRUCCION;4800003310;ONDULINE MATERIALES DE CONSTRUCCION;Abanto y Ciérvana-Abanto Zierbena;200301;Mezclas de residuos municipales;R13;Urbano;0;KG
2008;A80250558;LEAF BUSINESS HOLDINGS SPAIN;4800001522;OUTOKUMPU - LEAF BUSINESS HOLDINGS SPAIN;Zaratamo;200108;Residuos biodegradables de cocinas y restaurantes;D12;Urbano;75000;KG
2008;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES - CENTRO DE ACERÍA;Sestao;200301;Mezclas de residuos municipales;D1;Urbano;6592;KG
2008;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES - CENTRO DE ACERÍA;Sestao;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;380;KG
2008;A48529358;PRODUCTOS TUBULARES;4800012172;PRODUCTOS TUBULARES - CENTRO DE ACERÍA;Sestao;200139;Plásticos;R13;Urbano;460;KG
2008;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;200301;Mezclas de residuos municipales;D1;Urbano;29541;KG
2008;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;200199;Otras fracciones no especificadas en otra categoría;R13;Urbano;500;KG
2008;A48529358;PRODUCTOS TUBULARES;4800025730;PRODUCTOS TUBULARES (CENTRO DE TUBOS-BOTELLAS);Valle de Trápaga-Trapagaran;200102;Vidrio;R13;Urbano;0;KG
2008;F48023766;SDAD. COOP IND FUND MEALICAS SAN VICENTE;4800001675;S. COOP. IND. FUNDICIONES METÁLICAS SAN VICENTE;Abadiño;200199;Otras fracciones no especificadas en otra categoría;-//D1//-//-//-//-//-;Urbano;3500;KG
2008;A48434781;SALICA INDUSTRIA ALIMENTARIA;4800002811;SALICA INDUSTRIA ALIMENTARIA;Bermeo;200301;Mezclas de residuos municipales;D1;Urbano;1032000;KG
2008;A58410176;SARRIOPAPEL Y CELULOSA;4800007625;SARRIOPAPEL Y CELULOSA S.A.;Amorebieta-Etxano;200301;Mezclas de residuos municipales;R13;Urbano;43160;KG
2008;A58410176;SARRIOPAPEL Y CELULOSA;4800007625;SARRIOPAPEL Y CELULOSA S.A.;Amorebieta-Etxano;200301;Mezclas de residuos municipales;R13;Urbano;20400;KG
2008;A58410176;SARRIOPAPEL Y CELULOSA;4800007625;SARRIOPAPEL Y CELULOSA S.A.;Amorebieta-Etxano;200139;Plásticos;R13;Urbano;35700;KG
2008;B01292903;SIDENOR INDUSTRIAL;4800007655;Sidenor Industrial (fabrica de basauri);Basauri;200301;Mezclas de residuos municipales;R13;Urbano;272000;KG
2008;A48063812;TALLERES FABIO MURGA;4800001461;TALLERES FABIO MURGA;Balmaseda;200301;Mezclas de residuos municipales;R13;Urbano;1000;KG
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;200301;Mezclas de residuos municipales;R13;Urbano;200;KG
2008;A48192108;TRADEBE;4800002517;TRADEBE;Muskiz;190305;Residuos estabilizados distintos de los especificados en el código 19 03 04;R13;Urbano;0;KG
2008;P4802400D;BILBOKO UDALA - AYUNTAMIENTO DE BILBAO;4800025239;VERTEDERO CONTROLADO DE ARTIGAS;Bilbao;200301;Mezclas de residuos municipales;R13;Urbano;162408;KG
2008;A48212567;GARBIKER A.B. (S.A.);4800007501;VERTEDERO DE R.U. DE AMOROTO;Amoroto;200301;Mezclas de residuos municipales;R13;Urbano;12514;KG
2008;A48212567;GARBIKER A.B. (S.A.);4800014900;VERTEDERO DE R.U. DE JATA;Lemoiz;200301;Mezclas de residuos municipales;D12;Urbano;84741000;KG
2008;A48212567;GARBIKER A.B. (S.A.);4800007500;VERTEDERO DE R.U. IGORRE;Igorre;200301;Mezclas de residuos municipales;D12;Urbano;75561000;KG
2008;A48061485;VIDRIERIA Y CRISTALERIA DE LAMIACO;4800001505;Vidriería y Cristalería de Lamiaco S.A.;Leioa;200301;Mezclas de residuos municipales;R13;Urbano;18500;KG
2008;A48547558;ZABALGARBI;4800020613;ZABALGARBI;Bilbao;200301;Mezclas de residuos municipales;R1;Urbano;90655000;KG
2008;A48020580;ZF SACHS ESPAÑA;4800009043;ZF SACHS ESPAÑA;Lezama;191212;Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecánico de residuos, distintos de los especificados en el código 19 12 11;D1;Urbano;27560;KG
